Food_Name|Food_Name_en|Ingredient|Ingredient_en|Amount
人参汤|Ginseng Puree (Drink in Place of Liquor)|新罗参|Korean ginseng|four liang; remove green shoots and cut up
五味子汤|Red Currant Puree (Drink in Place of Grape Wine)|沙糖|crude granulated sugar|two jin
五味子汤|Red Currant Puree (Drink in Place of Grape Wine)|人参|ginseng|four liang; remove the green shoots and cut up
五味子汤|Red Currant Puree (Drink in Place of Grape Wine)|紫苏叶|purple perilla leaves|six liang
五味子汤|Red Currant Puree (Drink in Place of Grape Wine)|北五味|Red currants [“northern schisandra”]|one jin; clean the meat
梅子丸|Oriental Flowering Apricot [Prunus mume] Pellet|麝香|musk deer musk|one qian; grind up
梅子丸|Oriental Flowering Apricot [Prunus mume] Pellet|檀香|sandalwood|three qian
梅子丸|Oriental Flowering Apricot [Prunus mume] Pellet|甘草|liquorice|
梅子丸|Oriental Flowering Apricot [Prunus mume] Pellet|紫苏叶|purple perilla leaves|one and one-half liang
梅子丸|Oriental Flowering Apricot [Prunus mume] Pellet|干木瓜|dried Chinese quinces|one and one-half liang; finely ground
梅子丸|Oriental Flowering Apricot [Prunus mume] Pellet|白梅|salted oriental flowering apricots|one and one-half liang; take the meat
梅子丸|Oriental Flowering Apricot [Prunus mume] Pellet|乌梅|Black [i.e. fresh] oriental flowering apricots|one and one-half liang; take the meat
荔枝膏|Lichee Paste|熟蜜|cooked honey|14 liang
荔枝膏|Lichee Paste|生姜汁|juice of sprouting ginger|five liang
荔枝膏|Lichee Paste|麝香|musk deer musk|one-half qian; grind up
荔枝膏|Lichee Paste|沙糖|crude granulated sugar|26 liang
荔枝膏|Lichee Paste|桂|cassia|10 liang; remove the skin and cut up
荔枝膏|Lichee Paste|乌梅|Black Chinese apricots|half a jin; take the meat
桂沉浆|Cassia-Garuwood Syrup|沙糖|granulated sugar|six liang
桂沉浆|Cassia-Garuwood Syrup|乌梅|black Chinese apricots|one liang; take the meat
桂沉浆|Cassia-Garuwood Syrup|沉香|garuwood|three qian; cut up
桂沉浆|Cassia-Garuwood Syrup|紫苏叶|Purple perilla leaves [Perilla frutescens var. crispa]|one liang; cut up
桂浆|Cassia Syrup|白沙蜜|crystallized honey|three jin; refine
桂浆|Cassia Syrup|大麦蘖|malted wheat|half a jin; make into a powder
桂浆|Cassia Syrup|杏仁|apricot kernels|100 nuts; blanch in boil- ing water, and remove the skin and tips; grind fresh to make a mash
桂浆|Cassia Syrup|曲末|finely ground yeast|half a jin
桂浆|Cassia Syrup|桂|cassia|three liang; remove skin and make a fine powder
桂浆|Cassia Syrup|赤茯苓|red China root|three liang; remove skin and make a fine powder
桂浆|Cassia Syrup|熟水|boiled water|two dou
桂浆|Cassia Syrup|生姜|Sprouting ginger|three jin; take the juice
