Food_Name|Food_Name_en|Ingredient|Ingredient_en|Amount
荷莲兜子|Qurim “Bonnets” [i.e., boqtas]|松黄|pine pollen|eight liang
荷莲兜子|Qurim “Bonnets” [i.e., boqtas]|鸡头仁|euryale seeds|
荷莲兜子|Qurim “Bonnets” [i.e., boqtas]|羊尾子|sheep’s tail|two; cut up.
荷莲兜子|Qurim “Bonnets” [i.e., boqtas]|羊肉|Mutton|three legs; cut up.
天花包子|Pleurotus ostreatus [Mushroom] Baozi (Some make them from crab spawn. This is also possible. Wisteria Baozi is entirely the same.)|天花|prepared mandarin orange peel|
天花包子|Pleurotus ostreatus [Mushroom] Baozi (Some make them from crab spawn. This is also possible. Wisteria Baozi is entirely the same.)|各切细|onions|
天花包子|Pleurotus ostreatus [Mushroom] Baozi (Some make them from crab spawn. This is also possible. Wisteria Baozi is entirely the same.)|陈皮|sheep’s tail|
天花包子|Pleurotus ostreatus [Mushroom] Baozi (Some make them from crab spawn. This is also possible. Wisteria Baozi is entirely the same.)|羊尾子|sheep’s fat|
天花包子|Pleurotus ostreatus [Mushroom] Baozi (Some make them from crab spawn. This is also possible. Wisteria Baozi is entirely the same.)|羊肉|Mutton|
莳萝角儿|Shilön Horns|各切细|onions|
莳萝角儿|Shilön Horns|陈皮|sheep’s tail|
莳萝角儿|Shilön Horns|羊尾子|sheep’s fat|
莳萝角儿|Shilön Horns|羊肉|Mutton|
撇列角儿|Päräk Horns|各切细|sheep’s tail|
撇列角儿|Päräk Horns|羊尾子|sheep’s fat|
撇列角儿|Päräk Horns|羊肉|Mutton|
酥皮奄子|Butter Skin Yubqa|各切细或下瓜哈孙系山丹根|onions|
酥皮奄子|Butter Skin Yubqa|陈皮|sheep’s tail|
酥皮奄子|Butter Skin Yubqa|羊尾子|sheep’s fat|
酥皮奄子|Butter Skin Yubqa|羊肉|Mutton|
水晶角儿|Quartz Horns|各切细|onions|
水晶角儿|Quartz Horns|陈皮|sheep’s tail|
水晶角儿|Quartz Horns|羊尾子|sheep’s fat|
水晶角儿|Quartz Horns|羊肉|Mutton|
剪花馒头|Cut Flowers Manta|陈皮|sheep’s tail|
剪花馒头|Cut Flowers Manta|羊尾子|sheep’s fat|
剪花馒头|Cut Flowers Manta|羊肉|Mutton|
茄子馒头|Eggplant Manta|嫩茄子|onions|
茄子馒头|Eggplant Manta|陈皮|sheep’s tail|
茄子馒头|Eggplant Manta|羊尾子|sheep’s fat|
茄子馒头|Eggplant Manta|羊肉|Mutton|
鹿奶肪馒头|Deer Milk Fat 105 Manta (One can [also] perhaps make “Quick Manta,” or perhaps “Thin–skin Manta,” Both are possible.)|各切细|prepared mandarin orange peel|Cut up each finely.
鹿奶肪馒头|Deer Milk Fat 105 Manta (One can [also] perhaps make “Quick Manta,” or perhaps “Thin–skin Manta,” Both are possible.)|生姜|sprouting ginger|
鹿奶肪馒头|Deer Milk Fat 105 Manta (One can [also] perhaps make “Quick Manta,” or perhaps “Thin–skin Manta,” Both are possible.)|各切如指甲片|sheep’s tail|cut up each into slices like finger nails
鹿奶肪馒头|Deer Milk Fat 105 Manta (One can [also] perhaps make “Quick Manta,” or perhaps “Thin–skin Manta,” Both are possible.)|鹿奶肪|[Dried] deer milk fat|
仓馒头|Quick Manta|陈皮|onions|
仓馒头|Quick Manta|葱|mutton fat|
仓馒头|Quick Manta|羊肉|Mutton|
柳蒸羊|Willow–Steamed Lamb|羊|A sheep|one; with hair
烧水札|Roast Eurasian Curlew|葱|spices|five qian
烧水札|Roast Eurasian Curlew|芫荽末|onions|ten stalks
烧水札|Roast Eurasian Curlew|洗净|finely ground coriander|one liang
烧水札|Roast Eurasian Curlew|水札|Eurasian curlews|10; pluck; clean
烧雁|Roast Wild Goose (Roast Cormorant and Roast Duck are the same)|芫荽末|finely ground coriander|one liang
烧雁|Roast Wild Goose (Roast Cormorant and Roast Duck are the same)|葱|onions|two liang
烧雁|Roast Wild Goose (Roast Cormorant and Roast Duck are the same)|羊肚|sheep’s stomach [and attached skin]|one; remove the hair; clean and use to wrap up the wild goose
烧雁|Roast Wild Goose (Roast Cormorant and Roast Duck are the same)|雁|Wild goose|one; remove the feathers, bowels, and stomach and clean.
红丝|Red Strips|香菜|basil and smartweed|each one liang; cut up into fine strips
红丝|Red Strips|萝卜|Chinese radish|one
红丝|Red Strips|生姜|sprouting ginger|four liang
红丝|Red Strips|羊血同白面|Sheep’s blood combined with white flour|Cook according to recipe
鱼|Fine Fish Hash|香菜蓼子|basil and smartweed|cut each into fine strips; mix with safflower
鱼|Fine Fish Hash|葱|onions|one liang
鱼|Fine Fish Hash|萝卜|Chinese radishes|two
鱼|Fine Fish Hash|生姜|sprouting ginger|two liang
鱼|Fine Fish Hash|新鲤鱼|Young carp|five; remove the skins, bones, head, and tail
熬羊胸子|Boiled Sheep’s Breast|料物|remove the hair and wash. Cook until tender. Cut up into sashuq|
熬羊胸子|Boiled Sheep’s Breast|姜末|two|
熬羊胸子|Boiled Sheep’s Breast|羊胸子|Sheep’s breasts|
熬蹄儿|Boiled Sheep’s Hooves|料物|finely ground ginger|one liang
熬蹄儿|Boiled Sheep’s Hooves|姜末|Sheep’s hooves|five hooves; remove the hair and wash; cook until tender; cut up into chunks
熬蹄儿|Boiled Sheep’s Hooves|羊蹄|Ingredients|
炸䐑儿|Scalded Jasa’a (a delicacy)|葱|onions|one liang; cut up finely
炸䐑儿|Scalded Jasa’a (a delicacy)|哈昔泥|kasni|one qian
炸䐑儿|Scalded Jasa’a (a delicacy)|䐑儿|Jasa’a|two; unload; make each into a knot
马肚盘|Horse Stomach Plate|芥末|finely ground mustard|half a jin
马肚盘|Horse Stomach Plate|马肚肠|Horse stomach and intestines|one set; cook. When done cut up.
肝生|Liver and Sprouting [Ginger]|各二两，切细丝|smartweed|each two liang; cut up into fine strips
肝生|Liver and Sprouting [Ginger]|香菜|basil|
肝生|Liver and Sprouting [Ginger]|萝卜|Chinese radish|two liang; cut into fine strips
肝生|Liver and Sprouting [Ginger]|生姜|sprouting ginger|four liang; cut into fine strips
肝生|Liver and Sprouting [Ginger]|羊肝|Sheep’s liver|one; drench in water; cut into fine strips
细乞思哥|Fine Chizig|哈夫儿|ka’fur [Camphor]|two qian
细乞思哥|Fine Chizig|羊尾子|sheep’s tail|one; cook; cut up
细乞思哥|Fine Chizig|萝卜|Chinese radish|two; cook; cut up finely
细乞思哥|Fine Chizig|羊肉|Mutton|leg; cook. When done cut up finely
攒牛蹄|Deboned Ox Hoof Morsels (Horse’s Hoof, Bear’s Paw are entirely the same)|姜末|finely ground ginger|two liang
攒牛蹄|Deboned Ox Hoof Morsels (Horse’s Hoof, Bear’s Paw are entirely the same)|牛蹄|Ox hooves|one set; cook. When done debone as morsels.
攒羊头|Deboned Sheep’s Head Morsels|胡椒|black pepper|one liang
攒羊头|Deboned Sheep’s Head Morsels|姜末|finely ground ginger|four liang
攒羊头|Deboned Sheep’s Head Morsels|羊头|Sheep’s head|five; cook. When done debone as morsels
蒲黄瓜齑|Cattail “Sweet Melon Pickles”|蒲黄|cattail [rhizome]|half a jin
蒲黄瓜齑|Cattail “Sweet Melon Pickles”|小椒|Chinese flower pepper|one liang
蒲黄瓜齑|Cattail “Sweet Melon Pickles”|净羊肉|Cleaned mutton|10 jin; cook. When done cut up to look like sweet melon pickles
猪头姜豉|Galangal Sauce Hog’s Head|蜜|honey|half a jin
猪头姜豉|Galangal Sauce Hog’s Head|小油|vegetable oil|one jin
猪头姜豉|Galangal Sauce Hog’s Head|草果|tsaoko cardamom|five
猪头姜豉|Galangal Sauce Hog’s Head|官桂|cinnamon|two qian
猪头姜豉|Galangal Sauce Hog’s Head|小椒|Chinese flower pepper|two qian
猪头姜豉|Galangal Sauce Hog’s Head|良姜|lesser galangal|two qian
猪头姜豉|Galangal Sauce Hog’s Head|陈皮|prepared mandarin orange peel|two qian; remove the white
猪头姜豉|Galangal Sauce Hog’s Head|猪头|Hog’s head|two; wash; cut up into chunks
攒雁|Deboned Wild Goose Morsels|姜末|finely ground ginger|half a jin
攒雁|Deboned Wild Goose Morsels|雁|Wild geese|five; cook. When done cut up. Debone as morsels
姜黄鱼|Turmeric[–Colored] Fish|芫荽末|finely ground coriander|two liang
姜黄鱼|Turmeric[–Colored] Fish|豆粉|bean paste|one jin
姜黄鱼|Turmeric[–Colored] Fish|白面|white flour|two jin
姜黄鱼|Turmeric[–Colored] Fish|鲤鱼|Carp|10; remove the skin and scales
脑瓦剌|Näwälä|鸡子|eggs|20; cooked
脑瓦剌|Näwälä|熟羊胸子|Cooked sheep’s thoraxes|two; cut into thin strips
盐肠|Salt Stomach|羊苦|Sheep’s bitter bowel|Wash clean with water
派饼儿|Meat Cakes|芫荽末|finely ground coriander|one liang
派饼儿|Meat Cakes|荜拨|long pepper|one liang
派饼儿|Meat Cakes|胡椒|black pepper|two liang
派饼儿|Meat Cakes|哈昔泥|kasni|three qian
派饼儿|Meat Cakes|精羊肉|Select mutton|10 jin; remove the fat, membrane, and sinew. Mash into a paste
芙蓉鸡|Cotton Rose–[Petal] Chicken|染|apricot kernel paste|one jin
芙蓉鸡|Cotton Rose–[Petal] Chicken|胭脂|safflower [and] gardenia nuts|dyes
芙蓉鸡|Cotton Rose–[Petal] Chicken|打糁|Spinacia oleracea] and coriander|a garnish
芙蓉鸡|Cotton Rose–[Petal] Chicken|赤根|spinach [true spinach|
芙蓉鸡|Cotton Rose–[Petal] Chicken|鸡子|eggs|20; fry into omelets. Cut into flower shapes
芙蓉鸡|Cotton Rose–[Petal] Chicken|胡萝卜|carrots|10; cut up
芙蓉鸡|Cotton Rose–[Petal] Chicken|生姜|sprouting ginger|four liang; cut up
芙蓉鸡|Cotton Rose–[Petal] Chicken|羊肚、肺|sheep’s stomach and lungs|each one set; cook; cut up
芙蓉鸡|Cotton Rose–[Petal] Chicken|鸡儿|Chickens|10. When cooked, debone as morsels
鱼弹儿|Fish Cakes|哈昔泥|kasni|two qian
鱼弹儿|Fish Cakes|胡椒末|finely ground black pepper|one liang
鱼弹儿|Fish Cakes|陈皮末|finely ground prepared mandarin orange peel|three qian
鱼弹儿|Fish Cakes|葱|onions|two liang; cut up finely
鱼弹儿|Fish Cakes|生姜|sprouting ginger|one liang; cut up finely
鱼弹儿|Fish Cakes|羊尾子|sheep’s tail|two; mince together into a paste
鱼弹儿|Fish Cakes|大鲤鱼|Large carp|10; remove the skin, bones, head, and tail
带花羊头|Sheep’s Heads Dressed in Flowers|萝卜|Chinese radishes|three; cut into flower shapes
带花羊头|Sheep’s Heads Dressed in Flowers|鸡子|eggs|five; cut into flower shapes
带花羊头|Sheep’s Heads Dressed in Flowers|糟姜|pickled ginger|two liang; cut up each
带花羊头|Sheep’s Heads Dressed in Flowers|生姜|sprouting ginger|four liang
带花羊头|Sheep’s Heads Dressed in Flowers|羊肚肺|sheep’s stomach and lungs|one set of each; cook. When done, cut up. Debone as morsels. Dye with safflower
带花羊头|Sheep’s Heads Dressed in Flowers|羊腰|sheep’s loins|four
带花羊头|Sheep’s Heads Dressed in Flowers|羊头|Sheep’s heads|three. When cooked, cut up
鼓儿签子|Drum Qazi|料物|spices|three qian
鼓儿签子|Drum Qazi|陈皮|prepared mandarin orange peel|two qian; remove the white
鼓儿签子|Drum Qazi|葱|onions|two liang; cut up
鼓儿签子|Drum Qazi|生姜|sprouting ginger|two qian
鼓儿签子|Drum Qazi|鸡子|eggs|15
鼓儿签子|Drum Qazi|羊尾子|sheep’s tail|one; finely cut
鼓儿签子|Drum Qazi|羊肉|Mutton|five jin; finely cut
姜黄腱子|Turmeric[–Colored] Tendon|栀子|gardenia nuts [Gardenia jasminoides]|five qian
姜黄腱子|Turmeric[–Colored] Tendon|咱夫兰|za’faran|two qian
姜黄腱子|Turmeric[–Colored] Tendon|白面|white flour|one jin
姜黄腱子|Turmeric[–Colored] Tendon|豆粉|bean paste|one jin
姜黄腱子|Turmeric[–Colored] Tendon|羊肋枝|sheep ribs|two; cut into long chunks
姜黄腱子|Turmeric[–Colored] Tendon|羊腱子|Sheep’s tendon|one; cook.
河西肺|“Tangut” Lungs|生姜汁|juice of sprouting ginger|two he
河西肺|“Tangut” Lungs|胡椒|black pepper|two liang
河西肺|“Tangut” Lungs|酥油|butter|half a jin
河西肺|“Tangut” Lungs|面|flour|two jin; make into paste
河西肺|“Tangut” Lungs|韭|leeks|six jin; take the juice
河西肺|“Tangut” Lungs|羊肺|Sheep’s lung|one
盘兔|Plate Rabbit|片|fine spices|two qian
盘兔|Plate Rabbit|羊尾子|sheep’s tail|one; cut into strips.
盘兔|Plate Rabbit|萝卜|Chinese radishes|two cut up
盘兔|Plate Rabbit|兔儿|Rabbit|two; cut up into pieces.
炒鹌鹑|Roasted Quail|面|one|
炒鹌鹑|Roasted Quail|羊尾子|sheep’s tail|
炒鹌鹑|Roasted Quail|姜末|finely ground ginger|four liang
炒鹌鹑|Roasted Quail|萝卜|Chinese radishes|two; cut up
炒鹌鹑|Roasted Quail|鹌鹑|Quail|20; cut up into pieces
攒鸡儿|Deboned Chicken Morsels|小椒末|[wheat] flour|two liang; make into vermicelli
攒鸡儿|Deboned Chicken Morsels|姜末|finely ground Chinese flower pepper|four liang
攒鸡儿|Deboned Chicken Morsels|葱|finely ground ginger|half a jin
攒鸡儿|Deboned Chicken Morsels|生姜汁|onions|two liang; cut up
攒鸡儿|Deboned Chicken Morsels|洗净，熟切攒|juice of sprouting ginger|one he
攒鸡儿|Deboned Chicken Morsels|肥鸡儿|Fat chickens|ten; pluck; clean; cook and cut up. Debone as morsels
炙羊腰|Broiled Sheep’s Loins|咱夫兰|za’faran|
炙羊腰|Broiled Sheep’s Loins|羊腰|Sheep’s loins|one pair
炙羊心|Broiled Sheep’s Heart|咱夫兰|za’faran|three qian
炙羊心|Broiled Sheep’s Heart|羊心|Sheep’s heart|one, including major veins
撒速汤|Se-aBru [Pomegranate] Soup (This is the name of a Western Indian Food)|哈昔泥|kasni|big as two chickpeas
撒速汤|Se-aBru [Pomegranate] Soup (This is the name of a Western Indian Food)|生姜|sprouting ginger|half a jin
撒速汤|Se-aBru [Pomegranate] Soup (This is the name of a Western Indian Food)|官桂|cinnamon|three liang
撒速汤|Se-aBru [Pomegranate] Soup (This is the name of a Western Indian Food)|草果|tsaoko cardamoms|four
撒速汤|Se-aBru [Pomegranate] Soup (This is the name of a Western Indian Food)|羊肉|Mutton|two legs, the head, and a set of hooves
河西米汤粥|Qamh [Triticum durum] Soup|河西米|qamh|two sheng
河西米汤粥|Qamh [Triticum durum] Soup|羊肉|Mutton|leg; bone and cut up
粱米淡粥|Millet Insipid Congee|粱米|Millet grains|two sheng
汤粥|Soup Congee|羊肉|Mutton|leg; bone and cut up
乞马粥|Qima Congee|粱米|leg|
乞马粥|Qima Congee|羊肉|Mutton|
搠罗脱因|Shoyla Toyym|糟姜|carrots|five
搠罗脱因|Shoyla Toyym|胡萝卜|g [mushrooms]|half a jin
搠罗脱因|Shoyla Toyym|蘑菇|m|
搠罗脱因|Shoyla Toyym|山药|Chinese yams|one chin
搠罗脱因|Shoyla Toyym|羊舌|sheep’s tongues|two; cook; cut up
搠罗脱因|Shoyla Toyym|羊肉|mutton|two legs; cook; cut up
搠罗脱因|Shoyla Toyym|白面|White flour|six jin; knead; make into coin shapes
马乞|[U]mach (a kind of hand twisted noodle. It can be glutinous rice flour or euryale flour.)|羊肉|six jin|
马乞|[U]mach (a kind of hand twisted noodle. It can be glutinous rice flour or euryale flour.)|白面|White flour|
水龙子|Water Dragon Qizi|三色弹儿|sweet melon pickles|two liang. Cut up each finely
水龙子|Water Dragon Qizi|瓜齑|carrots|five
水龙子|Water Dragon Qizi|胡萝卜|pickled ginger|four liang
水龙子|Water Dragon Qizi|糟姜|Chinese yams|one jin
水龙子|Water Dragon Qizi|山药|eggs|ten
水龙子|Water Dragon Qizi|鸡子|[stuff qizi with qima]|
水龙子|Water Dragon Qizi|子|six jin. [Make dough and] cut into “cash eye qizi”|
水龙子|Water Dragon Qizi|白面|white flour|
水龙子|Water Dragon Qizi|羊肉|Mutton|two legs; cook; cut up into qima
细水滑|Fine Salma (same as “Thin Silk Border” Salma)|蘑菇|roast the meat. [Make into] quruq qima [and stuff salma]|
细水滑|Fine Salma (same as “Thin Silk Border” Salma)|鸡儿|two legs|
细水滑|Fine Salma (same as “Thin Silk Border” Salma)|羊肉|mutton|
细水滑|Fine Salma (same as “Thin Silk Border” Salma)|白面|White flour|six jin; make salma
秃秃麻食|Tutum Ash (This is a kind of kneaded noodle)|羊肉|mutton|
秃秃麻食|Tutum Ash (This is a kind of kneaded noodle)|白面|White flour|six jin. Make into tutum ash
羊皮面|Sheep’s Skin Noodles|糟姜|previous ingredients] like “armor scales”|
羊皮面|Sheep’s Skin Noodles|蘑菇|cook. Cut up each [i.e|
羊皮面|Sheep’s Skin Noodles|羊腰子四个，熟，各切如甲叶|four|
羊皮面|Sheep’s Skin Noodles|羊舌|sheep’s loins|
羊皮面|Sheep’s Skin Noodles|洗净，煮软|sheep’s tongues|two; cook.
羊皮面|Sheep’s Skin Noodles|羊皮|Sheep’s skins|two; remove the hair; clean; cook until tender
经带面|Jingtei Noodles|蘑菇|leg|
经带面|Jingtei Noodles|羊肉|Mutton|
挂面|Hanging Noodles|瓜齑|pickled ginger|one liang; cut up
挂面|Hanging Noodles|糟姜|eggs|five; fry
挂面|Hanging Noodles|鸡子|g [mushrooms]|half a jin; wash; cut up.
挂面|Hanging Noodles|蘑菇|m|
挂面|Hanging Noodles|挂面|hanging noodles|six jin
挂面|Hanging Noodles|羊肉|Mutton|leg; cut up into a fine qima
山药面|Chinese Yam Noodles|豆粉|bean paste|four liang
山药面|Chinese Yam Noodles|生姜汁|juice of sprouting ginger|two he
山药面|Chinese Yam Noodles|鸡子|eggs|ten; take the white
山药面|Chinese Yam Noodles|白面|White flour|six jin
皂羹面|Black Broth Noodles|羊胸子|sheep’s thorax|
皂羹面|Black Broth Noodles|白面|White flour|cut fine vermicelli
春盘面|Chöppün Noodles|台子菜|sprouting ginger|four liang
春盘面|Chöppün Noodles|蘑菇|eggs|five; fry into an omelet. Cut into “streamers”
春盘面|Chöppün Noodles|韭黄（半斤|one set each of sheep intestines and lungs|Cook. When done cut up.
春盘面|Chöppün Noodles|生姜|cut into strip qima [and stuff vermicelli]|
春盘面|Chöppün Noodles|鸡子|cook. When done|
春盘面|Chöppün Noodles|羊肚肺|two legs|
春盘面|Chöppün Noodles|羊肉|mutton|
春盘面|Chöppün Noodles|白面|White flour|six jin; cut into fine vermicelli
围像|Ishkäne|各切条道|eggs|ten. Fry into an omelet
围像|Ishkäne|蔓菁菜|sweet melon pickles|half a jin
围像|Ishkäne|蘑菇|pickled ginger|four liang
围像|Ishkäne|鸡子|cheeses|two
围像|Ishkäne|瓜齑|sprouting ginger|half a jin
围像|Ishkäne|糟姜|cucumbers|five
围像|Ishkäne|乳饼|cattail rhizome [Typha sp]|two jin
围像|Ishkäne|生姜|sacred lotus rhizome|two
围像|Ishkäne|黄瓜|. Cut into long strips|
围像|Ishkäne|蒲笋|[cook]. When done cut up finely|
围像|Ishkäne|藕|two|
围像|Ishkäne|羊尾子|sheep’s tail|
围像|Ishkäne|羊肉|Mutton|leg; cook. When done cut up finely
炒野狼汤|Roast Wolf Soup|咱夫兰|paradise|two qian
炒野狼汤|Roast Wolf Soup|姜黄|of|
炒野狼汤|Roast Wolf Soup|缩砂|grain|
炒野狼汤|Roast Wolf Soup|荜拨|long pepper|two qian
炒野狼汤|Roast Wolf Soup|哈昔泥|kasni|one qian
炒野狼汤|Roast Wolf Soup|胡椒|black pepper|five qian
炒野狼汤|Roast Wolf Soup|草果|tsaoko cardamoms|three
炒野狼汤|Roast Wolf Soup|野狼肉|Wolf meat|leg; bone and cut up
鲤鱼汤|Carp Soup|小椒末|finely ground Chinese flower pepper|five qian
鲤鱼汤|Carp Soup|大新鲤鱼|Large young carp|ten; remove the scales and intestines; clean
熊汤|Bear Soup|二脚子，煮熟，切块|tsaoko cardamoms|three
熊汤|Bear Soup|熊|Bear meat|two legs; cook. When done cut into chunks
台苗羹|Oil Rape Shoots Broth|良姜|lesser galangal|two qian
台苗羹|Oil Rape Shoots Broth|草果|tsaoko cardamoms|five
台苗羹|Oil Rape Shoots Broth|羊肉|Mutton|leg; bone and cut up
盏蒸|Cup Steamed|小椒二钱|prepared mandarin orange peel|two qian; remove the white
盏蒸|Cup Steamed|陈皮|lesser galangal|two qian
盏蒸|Cup Steamed|良姜|tsaoko cardamoms|five
盏蒸|Cup Steamed|草果|or mutton|three legs; bone and cut up
盏蒸|Cup Steamed|羊背皮或羊肉|Sheep’s back skin from which the hair has been removed|
团鱼汤|Turtle Soup|草果|tsaoko cardamoms|five
团鱼汤|Turtle Soup|羊肉|Mutton|leg; bone and cut up
瓠子汤|Long Bottle Gourd [Lagenaria siceraria var. depressa] Soup|草果|tsaoko cardamoms|five
瓠子汤|Long Bottle Gourd [Lagenaria siceraria var. depressa] Soup|羊肉|Mutton|leg; bone and cut up
葵菜羹|Mallow Leaf Broth|良姜|lesser galangal|two qian
葵菜羹|Mallow Leaf Broth|草果|tsaoko cardamoms|five
葵菜羹|Mallow Leaf Broth|羊肉|Mutton|leg; bone and cut up
三下锅|Three in the Cooking Pot|良姜|lesser galangal|two qian
三下锅|Three in the Cooking Pot|草果|tsaoko cardamoms|five
三下锅|Three in the Cooking Pot|羊肉|Mutton|leg; bone and cut up
黄汤|Yellow Soup|回回豆子|chickpeas|half a sheng; pulverized. Remove the skins
黄汤|Yellow Soup|草果|tsaoko cardamoms|five
黄汤|Yellow Soup|羊肉|Mutton|leg; bone and cut up
珍珠粉|Pearl Noodles|回回豆子|chickpeas|half a sheng; pulverized. Remove the skins
珍珠粉|Pearl Noodles|草果|tsaoko cardamoms|five
珍珠粉|Pearl Noodles|羊肉|Mutton|leg; bone and cut up
荤素羹|Meat and Vegetable Broth|回回豆子|chickpeas|half a sheng; pulverized. Remove the skins
荤素羹|Meat and Vegetable Broth|草果|tsaoko cardamoms|five
荤素羹|Meat and Vegetable Broth|羊肉|Mutton|leg; bone and cut up
杂羹|Sundry Broth|回回豆子|chickpeas|half a sheng; pulverized. Remove the skins
杂羹|Sundry Broth|草果|tsaoko cardamoms|five
杂羹|Sundry Broth|羊肉|Mutton|leg, bone 40 and cut up
鸡头粉馄饨|Euryale Flour Hundun|回回豆子|chickpeas|half a sheng; pulverize and remove the skins
鸡头粉馄饨|Euryale Flour Hundun|草果|tsaoko cardamoms|five
鸡头粉馄饨|Euryale Flour Hundun|羊肉|Mutton|leg, bone and cut up
鸡头粉粉|Euryale Flour Chöp|良姜|lesser galangal|two qian
鸡头粉粉|Euryale Flour Chöp|草果|tsaoko cardamoms|five
鸡头粉粉|Euryale Flour Chöp|羊肉|Mutton|leg; bone and cut up
鸡头粉撅面|Euryale Flour Jüzmä|回回豆子|chickpeas|half a sheng; pulverize and remove the skins
鸡头粉撅面|Euryale Flour Jüzmä|草果|tsaoko cardamoms|five
鸡头粉撅面|Euryale Flour Jüzmä|羊肉|Mutton|leg; bone and cut up
鸡头粉血粉|Euryale Flour Blood Noodles|回回豆子|chickpeas|half a sheng; pulverize, remove the skins
鸡头粉血粉|Euryale Flour Blood Noodles|草果|tsaoko cardamoms|five
鸡头粉血粉|Euryale Flour Blood Noodles|羊肉|Mutton|leg; bone and cut up
鸡头粉雀舌子|Euryale Flour Swallow’s Tongue Qizi|回回豆子|chickpeas|half a sheng; pulverize and remove the skins
鸡头粉雀舌子|Euryale Flour Swallow’s Tongue Qizi|草果|tsaoko cardamoms|five
鸡头粉雀舌子|Euryale Flour Swallow’s Tongue Qizi|羊肉|Mutton|leg; bone and cut up
阿菜汤|Achchiq [“Bitter”] Soup|良姜|lesser galangal|two qian
阿菜汤|Achchiq [“Bitter”] Soup|草果|tsaoko cardamoms|five
阿菜汤|Achchiq [“Bitter”] Soup|羊肉|Mutton|leg; bone and cut up
河羹|River Pig Broth|草果|tsaoko cardamoms|five
河羹|River Pig Broth|羊肉|Mutton|leg; bone and cut up
糯米粉粉|Glutinous Rice Flour Chöp|良姜|lesser galangal|two qian
糯米粉粉|Glutinous Rice Flour Chöp|草果|tsaoko cardamoms|five
糯米粉粉|Glutinous Rice Flour Chöp|羊肉|Mutton|leg; bone and cut up
大麦片粉|Barley Strip–Noodles|良姜|lesser galangal [Alpinia officinarum]|
大麦片粉|Barley Strip–Noodles|草果|tsaoko Cardamoms|five
大麦片粉|Barley Strip–Noodles|羊肉|Mutton|leg; bone and cut up
大麦算子粉|Barley Samsa Noodles|回回豆子|chickpeas|half a sheng; remove the skins
大麦算子粉|Barley Samsa Noodles|草果|tsaoko cardamoms|five
大麦算子粉|Barley Samsa Noodles|羊肉|Mutton|leg; bone and cut up
粆汤|Russian Olive [Fruit] Soup|回回豆子|chickpeas|half a sheng; remove the skins
粆汤|Russian Olive [Fruit] Soup|草果|tsaoko cardamoms|five
粆汤|Russian Olive [Fruit] Soup|羊肉|Mutton|leg; bone and cut up
松黄汤|Pine Pollen [Juice] Soup|回回豆子|chickpeas|half a sheng; pulverize and remove the skins
松黄汤|Pine Pollen [Juice] Soup|草果|tsaoko cardamoms|five
