Food_Name|Food_Name_en|Ingredient|Ingredient_en|Amount
撒速汤|Se-aBru [Pomegranate] Soup (This is the name of a Western Indian Food)|草果|tsaoko cardamoms|four
撒速汤|Se-aBru [Pomegranate] Soup (This is the name of a Western Indian Food)|羊肉|Mutton|two legs, the head, and a set of hooves
河西米汤粥|Qamh [Triticum durum] Soup|河西米|qamh|two sheng
河西米汤粥|Qamh [Triticum durum] Soup|羊肉|Mutton|leg; bone and cut up
粱米淡粥|Millet Insipid Congee|粱米|Millet grains|two sheng
汤粥|Soup Congee|羊肉|Mutton|leg; bone and cut up
乞马粥|Qima Congee|粱米|leg|
乞马粥|Qima Congee|羊肉|Mutton|
搠罗脱因|Shoyla Toyym|糟姜|carrots|five
搠罗脱因|Shoyla Toyym|胡萝卜|g [mushrooms]|half a jin
搠罗脱因|Shoyla Toyym|蘑菇|m|
搠罗脱因|Shoyla Toyym|山药|Chinese yams|one chin
搠罗脱因|Shoyla Toyym|羊舌|sheep’s tongues|two; cook; cut up
搠罗脱因|Shoyla Toyym|羊肉|mutton|two legs; cook; cut up
搠罗脱因|Shoyla Toyym|白面|White flour|six jin; knead; make into coin shapes
马乞|[U]mach (a kind of hand twisted noodle. It can be glutinous rice flour or euryale flour.)|羊肉|six jin|
马乞|[U]mach (a kind of hand twisted noodle. It can be glutinous rice flour or euryale flour.)|白面|White flour|
水龙子|Water Dragon Qizi|三色弹儿|sweet melon pickles|two liang. Cut up each finely
水龙子|Water Dragon Qizi|瓜齑|carrots|five
水龙子|Water Dragon Qizi|胡萝卜|pickled ginger|four liang
水龙子|Water Dragon Qizi|糟姜|Chinese yams|one jin
水龙子|Water Dragon Qizi|山药|eggs|ten
水龙子|Water Dragon Qizi|鸡子|[stuff qizi with qima]|
水龙子|Water Dragon Qizi|子|six jin. [Make dough and] cut into “cash eye qizi”|
水龙子|Water Dragon Qizi|白面|white flour|
水龙子|Water Dragon Qizi|羊肉|Mutton|two legs; cook; cut up into qima
细水滑|Fine Salma (same as “Thin Silk Border” Salma)|蘑菇|roast the meat. [Make into] quruq qima [and stuff salma]|
细水滑|Fine Salma (same as “Thin Silk Border” Salma)|鸡儿|two legs|
细水滑|Fine Salma (same as “Thin Silk Border” Salma)|羊肉|mutton|
细水滑|Fine Salma (same as “Thin Silk Border” Salma)|白面|White flour|six jin; make salma
秃秃麻食|Tutum Ash (This is a kind of kneaded noodle)|羊肉|mutton|
秃秃麻食|Tutum Ash (This is a kind of kneaded noodle)|白面|White flour|six jin. Make into tutum ash
羊皮面|Sheep’s Skin Noodles|糟姜|previous ingredients] like “armor scales”|
羊皮面|Sheep’s Skin Noodles|蘑菇|cook. Cut up each [i.e|
羊皮面|Sheep’s Skin Noodles|羊腰子四个，熟，各切如甲叶|four|
羊皮面|Sheep’s Skin Noodles|羊舌|sheep’s loins|
羊皮面|Sheep’s Skin Noodles|洗净，煮软|sheep’s tongues|two; cook.
羊皮面|Sheep’s Skin Noodles|羊皮|Sheep’s skins|two; remove the hair; clean; cook until tender
经带面|Jingtei Noodles|蘑菇|leg|
经带面|Jingtei Noodles|羊肉|Mutton|
挂面|Hanging Noodles|瓜齑|pickled ginger|one liang; cut up
挂面|Hanging Noodles|糟姜|eggs|five; fry
挂面|Hanging Noodles|鸡子|g [mushrooms]|half a jin; wash; cut up.
挂面|Hanging Noodles|蘑菇|m|
挂面|Hanging Noodles|挂面|hanging noodles|six jin
挂面|Hanging Noodles|羊肉|Mutton|leg; cut up into a fine qima
山药面|Chinese Yam Noodles|豆粉|bean paste|four liang
山药面|Chinese Yam Noodles|生姜汁|juice of sprouting ginger|two he
山药面|Chinese Yam Noodles|鸡子|eggs|ten; take the white
山药面|Chinese Yam Noodles|白面|White flour|six jin
皂羹面|Black Broth Noodles|羊胸子|sheep’s thorax|
皂羹面|Black Broth Noodles|白面|White flour|cut fine vermicelli
春盘面|Chöppün Noodles|台子菜|sprouting ginger|four liang
春盘面|Chöppün Noodles|蘑菇|eggs|five; fry into an omelet. Cut into “streamers”
春盘面|Chöppün Noodles|韭黄（半斤|one set each of sheep intestines and lungs|Cook. When done cut up.
春盘面|Chöppün Noodles|生姜|cut into strip qima [and stuff vermicelli]|
春盘面|Chöppün Noodles|鸡子|cook. When done|
春盘面|Chöppün Noodles|羊肚肺|two legs|
春盘面|Chöppün Noodles|羊肉|mutton|
春盘面|Chöppün Noodles|白面|White flour|six jin; cut into fine vermicelli
围像|Ishkäne|各切条道|eggs|ten. Fry into an omelet
围像|Ishkäne|蔓菁菜|sweet melon pickles|half a jin
围像|Ishkäne|蘑菇|pickled ginger|four liang
围像|Ishkäne|鸡子|cheeses|two
围像|Ishkäne|瓜齑|sprouting ginger|half a jin
围像|Ishkäne|糟姜|cucumbers|five
围像|Ishkäne|乳饼|cattail rhizome [Typha sp]|two jin
围像|Ishkäne|生姜|sacred lotus rhizome|two
围像|Ishkäne|黄瓜|. Cut into long strips|
围像|Ishkäne|蒲笋|[cook]. When done cut up finely|
围像|Ishkäne|藕|two|
围像|Ishkäne|羊尾子|sheep’s tail|
围像|Ishkäne|羊肉|Mutton|leg; cook. When done cut up finely
炒野狼汤|Roast Wolf Soup|咱夫兰|paradise|two qian
炒野狼汤|Roast Wolf Soup|姜黄|of|
炒野狼汤|Roast Wolf Soup|缩砂|grain|
炒野狼汤|Roast Wolf Soup|荜拨|long pepper|two qian
炒野狼汤|Roast Wolf Soup|哈昔泥|kasni|one qian
炒野狼汤|Roast Wolf Soup|胡椒|black pepper|five qian
炒野狼汤|Roast Wolf Soup|草果|tsaoko cardamoms|three
炒野狼汤|Roast Wolf Soup|野狼肉|Wolf meat|leg; bone and cut up
鲤鱼汤|Carp Soup|小椒末|finely ground Chinese flower pepper|five qian
鲤鱼汤|Carp Soup|大新鲤鱼|Large young carp|ten; remove the scales and intestines; clean
熊汤|Bear Soup|二脚子，煮熟，切块|tsaoko cardamoms|three
熊汤|Bear Soup|熊|Bear meat|two legs; cook. When done cut into chunks
台苗羹|Oil Rape Shoots Broth|良姜|lesser galangal|two qian
台苗羹|Oil Rape Shoots Broth|草果|tsaoko cardamoms|five
台苗羹|Oil Rape Shoots Broth|羊肉|Mutton|leg; bone and cut up
盏蒸|Cup Steamed|小椒二钱|prepared mandarin orange peel|two qian; remove the white
盏蒸|Cup Steamed|陈皮|lesser galangal|two qian
盏蒸|Cup Steamed|良姜|tsaoko cardamoms|five
盏蒸|Cup Steamed|草果|or mutton|three legs; bone and cut up
盏蒸|Cup Steamed|羊背皮或羊肉|Sheep’s back skin from which the hair has been removed|
团鱼汤|Turtle Soup|草果|tsaoko cardamoms|five
团鱼汤|Turtle Soup|羊肉|Mutton|leg; bone and cut up
瓠子汤|Long Bottle Gourd [Lagenaria siceraria var. depressa] Soup|草果|tsaoko cardamoms|five
瓠子汤|Long Bottle Gourd [Lagenaria siceraria var. depressa] Soup|羊肉|Mutton|leg; bone and cut up
葵菜羹|Mallow Leaf Broth|良姜|lesser galangal|two qian
葵菜羹|Mallow Leaf Broth|草果|tsaoko cardamoms|five
葵菜羹|Mallow Leaf Broth|羊肉|Mutton|leg; bone and cut up
三下锅|Three in the Cooking Pot|良姜|lesser galangal|two qian
三下锅|Three in the Cooking Pot|草果|tsaoko cardamoms|five
三下锅|Three in the Cooking Pot|羊肉|Mutton|leg; bone and cut up
黄汤|Yellow Soup|回回豆子|chickpeas|half a sheng; pulverized. Remove the skins
黄汤|Yellow Soup|草果|tsaoko cardamoms|five
黄汤|Yellow Soup|羊肉|Mutton|leg; bone and cut up
珍珠粉|Pearl Noodles|回回豆子|chickpeas|half a sheng; pulverized. Remove the skins
珍珠粉|Pearl Noodles|草果|tsaoko cardamoms|five
珍珠粉|Pearl Noodles|羊肉|Mutton|leg; bone and cut up
荤素羹|Meat and Vegetable Broth|回回豆子|chickpeas|half a sheng; pulverized. Remove the skins
荤素羹|Meat and Vegetable Broth|草果|tsaoko cardamoms|five
荤素羹|Meat and Vegetable Broth|羊肉|Mutton|leg; bone and cut up
杂羹|Sundry Broth|回回豆子|chickpeas|half a sheng; pulverized. Remove the skins
杂羹|Sundry Broth|草果|tsaoko cardamoms|five
杂羹|Sundry Broth|羊肉|Mutton|leg, bone 40 and cut up
鸡头粉馄饨|Euryale Flour Hundun|回回豆子|chickpeas|half a sheng; pulverize and remove the skins
鸡头粉馄饨|Euryale Flour Hundun|草果|tsaoko cardamoms|five
鸡头粉馄饨|Euryale Flour Hundun|羊肉|Mutton|leg, bone and cut up
鸡头粉粉|Euryale Flour Chöp|良姜|lesser galangal|two qian
鸡头粉粉|Euryale Flour Chöp|草果|tsaoko cardamoms|five
鸡头粉粉|Euryale Flour Chöp|羊肉|Mutton|leg; bone and cut up
鸡头粉撅面|Euryale Flour Jüzmä|回回豆子|chickpeas|half a sheng; pulverize and remove the skins
鸡头粉撅面|Euryale Flour Jüzmä|草果|tsaoko cardamoms|five
鸡头粉撅面|Euryale Flour Jüzmä|羊肉|Mutton|leg; bone and cut up
鸡头粉血粉|Euryale Flour Blood Noodles|回回豆子|chickpeas|half a sheng; pulverize, remove the skins
鸡头粉血粉|Euryale Flour Blood Noodles|草果|tsaoko cardamoms|five
鸡头粉血粉|Euryale Flour Blood Noodles|羊肉|Mutton|leg; bone and cut up
鸡头粉雀舌子|Euryale Flour Swallow’s Tongue Qizi|回回豆子|chickpeas|half a sheng; pulverize and remove the skins
鸡头粉雀舌子|Euryale Flour Swallow’s Tongue Qizi|草果|tsaoko cardamoms|five
鸡头粉雀舌子|Euryale Flour Swallow’s Tongue Qizi|羊肉|Mutton|leg; bone and cut up
阿菜汤|Achchiq [“Bitter”] Soup|良姜|lesser galangal|two qian
阿菜汤|Achchiq [“Bitter”] Soup|草果|tsaoko cardamoms|five
阿菜汤|Achchiq [“Bitter”] Soup|羊肉|Mutton|leg; bone and cut up
河羹|River Pig Broth|草果|tsaoko cardamoms|five
河羹|River Pig Broth|羊肉|Mutton|leg; bone and cut up
糯米粉粉|Glutinous Rice Flour Chöp|良姜|lesser galangal|two qian
糯米粉粉|Glutinous Rice Flour Chöp|草果|tsaoko cardamoms|five
糯米粉粉|Glutinous Rice Flour Chöp|羊肉|Mutton|leg; bone and cut up
大麦片粉|Barley Strip–Noodles|良姜|lesser galangal [Alpinia officinarum]|
大麦片粉|Barley Strip–Noodles|草果|tsaoko Cardamoms|five
大麦片粉|Barley Strip–Noodles|羊肉|Mutton|leg; bone and cut up
大麦算子粉|Barley Samsa Noodles|回回豆子|chickpeas|half a sheng; remove the skins
大麦算子粉|Barley Samsa Noodles|草果|tsaoko cardamoms|five
大麦算子粉|Barley Samsa Noodles|羊肉|Mutton|leg; bone and cut up
粆汤|Russian Olive [Fruit] Soup|回回豆子|chickpeas|half a sheng; remove the skins
粆汤|Russian Olive [Fruit] Soup|草果|tsaoko cardamoms|five
粆汤|Russian Olive [Fruit] Soup|羊肉|Mutton|leg; bone and cut up
松黄汤|Pine Pollen [Juice] Soup|回回豆子|chickpeas|half a sheng; pulverize and remove the skins
松黄汤|Pine Pollen [Juice] Soup|草果|tsaoko cardamoms|five
松黄汤|Pine Pollen [Juice] Soup|羊肉|Mutton|leg; bone and cut up
鹿头汤|Deer Head Soup|鹿头蹄|Deer’s head [and] hooves|one set; remove hair and clean; bone and divide into pieces
木瓜汤|Chinese Quince Soup|回回豆子|chickpeas|half a sheng; pulverize and remove the skins
木瓜汤|Chinese Quince Soup|草果|tsaoko cardamoms|five
木瓜汤|Chinese Quince Soup|羊肉|Mutton|leg; bone and cut up
苦豆汤|Fenugreek Seed Soup|苦豆|fenugreek seeds|
苦豆汤|Fenugreek Seed Soup|草果|tsaoko cardamoms|five
苦豆汤|Fenugreek Seed Soup|羊肉|Mutton|leg; bone and cut up
沙乞某儿汤|Šaqimur [Rape Turnip] Soup|沙乞某儿|aqimur|five
沙乞某儿汤|Šaqimur [Rape Turnip] Soup|回回豆子|chickpeas|half a sheng, pulverize and remove the skins
沙乞某儿汤|Šaqimur [Rape Turnip] Soup|草果|tsaoko cardamoms|five
沙乞某儿汤|Šaqimur [Rape Turnip] Soup|羊肉|Mutton|leg; bone and cut up
八儿不汤|Bal–po Soup |萝卜|Chinese radish|
八儿不汤|Bal–po Soup |回回豆子|chickpeas|half a sheng; pulverize and remove the skins
八儿不汤|Bal–po Soup |草果|tsaoko cardamoms|five
八儿不汤|Bal–po Soup |羊肉|Mutton|leg; bone and cut up
大麦汤|Barley Soup|大麦仁|hulled barley|two sheng; scour wash in boiling water; parboil the grains.
大麦汤|Barley Soup|草果|tsaoko cardamoms|five
大麦汤|Barley Soup|羊肉|Mutton|leg; bone and cut up
马思吉汤|Mastajhi [Mastic] Soup|回回豆子|chickpeas [“Muslim beans”]|
马思吉汤|Mastajhi [Mastic] Soup|官桂|cinnamon|2 qian
马思吉汤|Mastajhi [Mastic] Soup|草果|tsaoko cardamoms|five
马思吉汤|Mastajhi [Mastic] Soup|羊肉|Mutton|leg; bone and cut up
